שנה,סעיף מוביל,מספר בקשה,תיאור בקשה,קוד שינוי,שם שינוי,קוד סוג בקשה,שם סוג בקשה,מספר וועדה,קוד תוכנית,שם תוכנית,הוצאות נטו,הוצאה מותנית בהכנסה,הכנסה מיועדת,הרשאה להתחייב,שיא כא
2008,01,001,עודפים בגין הוצאה מותנת בהכנסה,5,עודפים,3,הודעה לועדה,0,010109,אמרכלות,178,0,0,0,0
2008,01,002,עודפים מחויבים,5,עודפים,3,הודעה לועדה,0,010103,לשכת הנשיא לשעבר קציר,1,0,0,0,0
2008,01,002,עודפים מחויבים,5,עודפים,3,הודעה לועדה,0,010104,לשכת הנשיא לשעבר נבון,8,0,0,0,0
2008,01,002,עודפים מחויבים,5,עודפים,3,הודעה לועדה,0,010105,לשכת אשת הנשיא לשעבר,5,0,0,0,0
2008,01,002,עודפים מחויבים,5,עודפים,3,הודעה לועדה,0,010106,לשכת אשת הנשיא לשעבר,1,0,0,0,0
2008,01,002,עודפים מחויבים,5,עודפים,3,הודעה לועדה,0,010109,אמרכלות,2324,0,0,0,0
2008,01,002,עודפים מחויבים,5,עודפים,3,הודעה לועדה,0,010110,"טיסות לחו""ל",323,0,0,0,0
2008,01,003,בני מיעוטים ותגבור,9,מרזרבה כללית,2,אישור ועדה,360,010102,לשכת הנשיא,23,0,0,0,0
2008,01,003,בני מיעוטים ותגבור,9,מרזרבה כללית,2,אישור ועדה,360,010107,לשכת הנשיא לשעבר - משה,0,0,0,0,0
2008,01,003,בני מיעוטים ותגבור,9,מרזרבה כללית,2,אישור ועדה,360,010109,אמרכלות,2503,0,0,0,0
2008,01,003,בני מיעוטים ותגבור,9,מרזרבה כללית,2,אישור ועדה,360,470102,תוכנית מעבר - רזרבה,-2526,0,0,0,0
2008,01,004,קיצוץ 6%,2,קיצוץ לרזרבה,2,אישור ועדה,9000,010103,לשכת הנשיא לשעבר קציר,-54,0,0,0,0
2008,01,004,קיצוץ 6%,2,קיצוץ לרזרבה,2,אישור ועדה,9000,010104,לשכת הנשיא לשעבר נבון,-30,0,0,0,0
2008,01,004,קיצוץ 6%,2,קיצוץ לרזרבה,2,אישור ועדה,9000,010105,לשכת אשת הנשיא לשעבר,-31,0,0,0,0
2008,01,004,קיצוץ 6%,2,קיצוץ לרזרבה,2,אישור ועדה,9000,010106,לשכת אשת הנשיא לשעבר,-54,0,0,0,0
2008,01,004,קיצוץ 6%,2,קיצוץ לרזרבה,2,אישור ועדה,9000,010107,לשכת הנשיא לשעבר - משה,-70,0,0,0,0
2008,01,004,קיצוץ 6%,2,קיצוץ לרזרבה,2,אישור ועדה,9000,010110,"טיסות לחו""ל",-416,0,0,0,0
2008,01,004,קיצוץ 6%,2,קיצוץ לרזרבה,2,אישור ועדה,9000,010201,רזרבות,-197,0,0,0,0
2008,01,005,פנימי- השתתפות אפוטרופוס,7,שינוי פנימי,1,אישור אגף,0,010101,נשיא,0,0,0,0,0
2008,01,006,סוף שנה,9,מרזרבה כללית,2,אישור ועדה,696,010101,נשיא,-90,0,0,0,0
2008,01,006,סוף שנה,9,מרזרבה כללית,2,אישור ועדה,696,010102,לשכת הנשיא,924,0,0,0,0
2008,01,006,סוף שנה,9,מרזרבה כללית,2,אישור ועדה,696,010103,לשכת הנשיא לשעבר קציר,-13,0,0,0,0
2008,01,006,סוף שנה,9,מרזרבה כללית,2,אישור ועדה,696,010104,לשכת הנשיא לשעבר נבון,26,0,0,0,0
2008,01,006,סוף שנה,9,מרזרבה כללית,2,אישור ועדה,696,010105,לשכת אשת הנשיא לשעבר,1,0,0,0,0
