שנה,סעיף מוביל,מספר בקשה,תיאור בקשה,קוד שינוי,שם שינוי,קוד סוג בקשה,שם סוג בקשה,מספר וועדה,קוד תוכנית,שם תוכנית,הוצאות נטו,הוצאה מותנית בהכנסה,הכנסה מיועדת,הרשאה להתחייב,שיא כא
2011,01,001,פלאט 1.5% בקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,010104,לשכת הנשיא לשעבר נבון,-10,0,0,0,0
2011,01,001,פלאט 1.5% בקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,010105,לשכת אשת הנשיא לשעבר,-20,0,0,0,0
2011,01,001,פלאט 1.5% בקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,010106,לשכת אשת הנשיא לשעבר,-50,0,0,0,0
2011,01,001,פלאט 1.5% בקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,010107,לשכת הנשיא לשעבר משה,-80,0,0,0,0
2011,01,001,פלאט 1.5% בקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,010109,אמרכלות,-99,0,0,0,0
2011,01,002,העברת 80% מהעודפים המחויבים,5,עודפים,3,הודעה לועדה,0,010101,נשיא,14,0,0,0,0
2011,01,002,העברת 80% מהעודפים המחויבים,5,עודפים,3,הודעה לועדה,0,010103,לשכת הנשיא לשעבר קציר,236,0,0,0,0
2011,01,002,העברת 80% מהעודפים המחויבים,5,עודפים,3,הודעה לועדה,0,010104,לשכת הנשיא לשעבר נבון,160,0,0,0,0
2011,01,002,העברת 80% מהעודפים המחויבים,5,עודפים,3,הודעה לועדה,0,010105,לשכת אשת הנשיא לשעבר,50,0,0,0,0
2011,01,002,העברת 80% מהעודפים המחויבים,5,עודפים,3,הודעה לועדה,0,010106,לשכת אשת הנשיא לשעבר,17,0,0,0,0
2011,01,002,העברת 80% מהעודפים המחויבים,5,עודפים,3,הודעה לועדה,0,010107,לשכת הנשיא לשעבר משה,47,0,0,0,0
2011,01,002,העברת 80% מהעודפים המחויבים,5,עודפים,3,הודעה לועדה,0,010109,אמרכלות,"2,988",0,0,0,0
2011,01,002,העברת 80% מהעודפים המחויבים,5,עודפים,3,הודעה לועדה,0,010110,"טיסות לחו""ל","2,098",0,0,0,0
2011,01,003,פניה ראשונה - תרומה +עזבונות + הסטות,6,הגדלה רגילה,2,אישור ועדה,29,010101,נשיא,0,0,0,0,0
2011,01,003,פניה ראשונה - תרומה +עזבונות + הסטות,6,הגדלה רגילה,2,אישור ועדה,29,010106,לשכת אשת הנשיא לשעבר,0,0,0,0,0
2011,01,003,פניה ראשונה - תרומה +עזבונות + הסטות,6,הגדלה רגילה,2,אישור ועדה,29,010109,אמרכלות,0,"1,500","-1,500",0,0
2011,01,004,קיצוץ 1% בקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9001,010109,אמרכלות,-173,0,0,0,0
2011,01,005,פניית 20% עודפים,5,עודפים,3,הודעה לועדה,0,010101,נשיא,4,0,0,0,0
2011,01,005,פניית 20% עודפים,5,עודפים,3,הודעה לועדה,0,010104,לשכת הנשיא לשעבר נבון,41,0,0,0,0
2011,01,005,פניית 20% עודפים,5,עודפים,3,הודעה לועדה,0,010105,לשכת אשת הנשיא לשעבר,13,0,0,0,0
2011,01,005,פניית 20% עודפים,5,עודפים,3,הודעה לועדה,0,010106,לשכת אשת הנשיא לשעבר,4,0,0,0,0
2011,01,005,פניית 20% עודפים,5,עודפים,3,הודעה לועדה,0,010109,אמרכלות,816,0,0,0,0
2011,01,005,פניית 20% עודפים,5,עודפים,3,הודעה לועדה,0,010110,"טיסות לחו""ל",525,0,0,0,0
2011,01,009,"פניית ספטמבר - דירת ת""א, שיפוץ ותפעול",9,מרזרבה כללית,2,אישור ועדה,555,010104,לשכת הנשיא לשעבר נבון,25,0,0,0,0
2011,01,009,"פניית ספטמבר - דירת ת""א, שיפוץ ותפעול",9,מרזרבה כללית,2,אישור ועדה,555,010107,לשכת הנשיא לשעבר משה,-600,0,0,0,0
2011,01,009,"פניית ספטמבר - דירת ת""א, שיפוץ ותפעול",9,מרזרבה כללית,2,אישור ועדה,555,010109,אמרכלות,"3,675",0,0,300,0
2011,01,009,"פניית ספטמבר - דירת ת""א, שיפוץ ותפעול",9,מרזרבה כללית,2,אישור ועדה,555,470101,רזרבה כללית,0,0,0,-300,0
